unique_product_id,product_name,category,sub_category
"TEC-PH-10004940_Nokia Signal Booster, with Caller ID","Nokia Signal Booster, with Caller ID",Technology,Phones
FUR-TA-10004607_Hon 2111 Invitation Series Straight Table,Hon 2111 Invitation Series Straight Table,Furniture,Tables
"TEC-AC-10004070_Memorex Router, Programmable","Memorex Router, Programmable",Technology,Accessories
"OFF-AP-10001299_Cuisinart Microwave, Silver","Cuisinart Microwave, Silver",Office Supplies,Appliances
"TEC-CO-10003561_Sharp Copy Machine, Color","Sharp Copy Machine, Color",Technology,Copiers
"FUR-SAF-10001793_SAFCO Executive Leather Armchair, Black","SAFCO Executive Leather Armchair, Black",Furniture,Chairs
"TEC-CO-10004128_Brother Fax and Copier, Color","Brother Fax and Copier, Color",Technology,Copiers
OFF-SU-10000157_Compact Automatic Electric Letter Opener,Compact Automatic Electric Letter Opener,Office Supplies,Supplies
"FUR-BO-10002889_Dania Stackable Bookrack, Pine","Dania Stackable Bookrack, Pine",Furniture,Bookcases
"TEC-PH-10002428_Apple Headset, VoIP","Apple Headset, VoIP",Technology,Phones
TEC-PH-10002033_Konftel 250 Conference phone - Charcoal black,Konftel 250 Conference phone - Charcoal black,Technology,Phones
"FUR-TA-10001740_Barricks Conference Table, Adjustable Height","Barricks Conference Table, Adjustable Height",Furniture,Tables
"TEC-CO-10001301_Sharp Copy Machine, Laser","Sharp Copy Machine, Laser",Technology,Copiers
TEC-AC-10004571_Logitech G700s Rechargeable Gaming Mouse,Logitech G700s Rechargeable Gaming Mouse,Technology,Accessories
"TEC-CO-10000407_HP Copy Machine, Color","HP Copy Machine, Color",Technology,Copiers
"FUR-BO-10003543_Safco Floating Shelf Set, Mobile","Safco Floating Shelf Set, Mobile",Furniture,Bookcases
TEC-PH-10004042_ClearOne Communications CHAT 70 OC Speaker Phone,ClearOne Communications CHAT 70 OC Speaker Phone,Technology,Phones
"FUR-BO-10001147_Bush Floating Shelf Set, Metal","Bush Floating Shelf Set, Metal",Furniture,Bookcases
"OFF-ST-10000689_Fellowes Strictly Business Drawer File, Letter/Legal Size","Fellowes Strictly Business Drawer File, Letter/Legal Size",Office Supplies,Storage
"FUR-FU-10000735_Tenex Frame, Erganomic","Tenex Frame, Erganomic",Furniture,Furnishings
"TEC-MA-10002471_Epson Phone, Durable","Epson Phone, Durable",Technology,Machines
"FUR-CH-10003419_Hon Steel Folding Chair, Black","Hon Steel Folding Chair, Black",Furniture,Chairs
"FUR-CH-10001114_Hon Chairmat, Set of Two","Hon Chairmat, Set of Two",Furniture,Chairs
"FUR-SAU-10003928_Sauder Classic Bookcase, Metal","Sauder Classic Bookcase, Metal",Furniture,Bookcases
"OFF-ST-10004576_Rogers File Cart, Single Width","Rogers File Cart, Single Width",Office Supplies,Storage
"FUR-CH-10003033_Novimex Rocking Chair, Adjustable","Novimex Rocking Chair, Adjustable",Furniture,Chairs
"OFF-BIN-10000308_Binney & Smith Canvas, Water Color","Binney & Smith Canvas, Water Color",Office Supplies,Art
"OFF-ST-10004608_Smead Shelving, Industrial","Smead Shelving, Industrial",Office Supplies,Storage
"TEC-PH-10002217_Cisco Audio Dock, Cordless","Cisco Audio Dock, Cordless",Technology,Phones
OFF-BI-10001718_GBC DocuBind P50 Personal Binding Machine,GBC DocuBind P50 Personal Binding Machine,Office Supplies,Binders
OFF-EN-10004206_Multimedia Mailers,Multimedia Mailers,Office Supplies,Envelopes
"OFF-AR-10004739_BIC Canvas, Easy-Erase","BIC Canvas, Easy-Erase",Office Supplies,Art
"TEC-SHA-10004874_Sharp Fax Machine, High-Speed","Sharp Fax Machine, High-Speed",Technology,Copiers
"FUR-DAN-10000597_Dania Floating Shelf Set, Traditional","Dania Floating Shelf Set, Traditional",Furniture,Bookcases
"FUR-CH-10004863_SAFCO Swivel Stool, Black","SAFCO Swivel Stool, Black",Furniture,Chairs
"TEC-PH-10003572_Apple Office Telephone, VoIP","Apple Office Telephone, VoIP",Technology,Phones
"TEC-AC-10003367_Enermax Memory Card, Programmable","Enermax Memory Card, Programmable",Technology,Accessories
"FUR-CH-10000333_SAFCO Swivel Stool, Black","SAFCO Swivel Stool, Black",Furniture,Chairs
TEC-PH-10002275_Mitel 5320 IP Phone VoIP phone,Mitel 5320 IP Phone VoIP phone,Technology,Phones
"FUR-TA-10000147_Lesro Coffee Table, Rectangular","Lesro Coffee Table, Rectangular",Furniture,Tables
"FUR-CH-10004455_Harbour Creations Swivel Stool, Red","Harbour Creations Swivel Stool, Red",Furniture,Chairs
"TEC-LOG-10004405_Logitech Router, Bluetooth","Logitech Router, Bluetooth",Technology,Accessories
"OFF-PA-10004115_Green Bar Computer Printout Paper, 8.5 x 11","Green Bar Computer Printout Paper, 8.5 x 11",Office Supplies,Paper
FUR-CH-10000229_Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,Furniture,Chairs
"OFF-AP-10002433_Cuisinart Microwave, Silver","Cuisinart Microwave, Silver",Office Supplies,Appliances
"FUR-TA-10001595_Chromcraft Coffee Table, Adjustable Height","Chromcraft Coffee Table, Adjustable Height",Furniture,Tables
"FUR-NOV-10002333_Novimex Steel Folding Chair, Black","Novimex Steel Folding Chair, Black",Furniture,Chairs
"OFF-SU-10000105_Fiskars Shears, Easy Grip","Fiskars Shears, Easy Grip",Office Supplies,Supplies
TEC-PH-10004536_Avaya 5420 Digital phone,Avaya 5420 Digital phone,Technology,Phones
"FUR-CH-10000966_Harbour Creations Chairmat, Set of Two","Harbour Creations Chairmat, Set of Two",Furniture,Chairs
"TEC-PH-10001362_Cisco Office Telephone, Cordless","Cisco Office Telephone, Cordless",Technology,Phones
"OFF-ST-10002659_Smead Shelving, Wire Frame","Smead Shelving, Wire Frame",Office Supplies,Storage
"FUR-FU-10000921_Advantus Door Stop, Erganomic","Advantus Door Stop, Erganomic",Furniture,Furnishings
"FUR-CH-10000608_Office Star Chairmat, Set of Two","Office Star Chairmat, Set of Two",Furniture,Chairs
"TEC-CO-10003474_Brother Personal Copier, Digital","Brother Personal Copier, Digital",Technology,Copiers
"TEC-AC-10001830_Enermax Router, Erganomic","Enermax Router, Erganomic",Technology,Accessories
"OFF-AP-10003625_Hoover Microwave, White","Hoover Microwave, White",Office Supplies,Appliances
"FUR-CH-10004795_SAFCO Swivel Stool, Red","SAFCO Swivel Stool, Red",Furniture,Chairs
FUR-BO-10003965_O'Sullivan Manor Hill 2-Door Library in Brianna Oak,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,Furniture,Bookcases
"FUR-DAN-10002167_Dania Library with Doors, Mobile","Dania Library with Doors, Mobile",Furniture,Bookcases
"OFF-ST-10004577_Fellowes Lockers, Industrial","Fellowes Lockers, Industrial",Office Supplies,Storage
"TEC-AC-10002629_Belkin Memory Card, Programmable","Belkin Memory Card, Programmable",Technology,Accessories
"FUR-CH-10002890_Office Star Chairmat, Adjustable","Office Star Chairmat, Adjustable",Furniture,Chairs
"FUR-TA-10003008_Lesro Round Back Collection Coffee Table, End Table","Lesro Round Back Collection Coffee Table, End Table",Furniture,Tables
"TEC-HP -10002603_HP Copy Machine, High-Speed","HP Copy Machine, High-Speed",Technology,Copiers
TEC-MA-10004241_Star Micronics TSP800 TSP847IIU Receipt Printer,Star Micronics TSP800 TSP847IIU Receipt Printer,Technology,Machines
"TEC-PH-10003487_Motorola Office Telephone, with Caller ID","Motorola Office Telephone, with Caller ID",Technology,Phones
"OFF-CUI-10001670_Cuisinart Stove, White","Cuisinart Stove, White",Office Supplies,Appliances
"OFF-HAM-10001621_Hamilton Beach Refrigerator, Black","Hamilton Beach Refrigerator, Black",Office Supplies,Appliances
"TEC-MA-10001726_Epson Receipt Printer, White","Epson Receipt Printer, White",Technology,Machines
"TEC-KON-10004774_Konica Inkjet, Durable","Konica Inkjet, Durable",Technology,Machines
"FUR-BO-10002289_Ikea Corner Shelving, Pine","Ikea Corner Shelving, Pine",Furniture,Bookcases
"FUR-CH-10000857_Harbour Creations Rocking Chair, Black","Harbour Creations Rocking Chair, Black",Furniture,Chairs
"FUR-TA-10001664_Chromcraft Conference Table, with Bottom Storage","Chromcraft Conference Table, with Bottom Storage",Furniture,Tables
"FUR-CH-10004491_SAFCO Swivel Stool, Adjustable","SAFCO Swivel Stool, Adjustable",Furniture,Chairs
"FUR-BO-10002142_Ikea Classic Bookcase, Traditional","Ikea Classic Bookcase, Traditional",Furniture,Bookcases
"FUR-NOV-10002791_Novimex Swivel Stool, Set of Two","Novimex Swivel Stool, Set of Two",Furniture,Chairs
"FUR-TA-10000750_Hon Round Table, Fully Assembled","Hon Round Table, Fully Assembled",Furniture,Tables
"FUR-TEN-10000986_Tenex Frame, Duo Pack","Tenex Frame, Duo Pack",Furniture,Furnishings
"FUR-BO-10001295_Safco Floating Shelf Set, Traditional","Safco Floating Shelf Set, Traditional",Furniture,Bookcases
"OFF-AP-10003717_Breville Coffee Grinder, White","Breville Coffee Grinder, White",Office Supplies,Appliances
"TEC-CO-10002998_Sharp Ink, Laser","Sharp Ink, Laser",Technology,Copiers
"OFF-AP-10002822_KitchenAid Toaster, Red","KitchenAid Toaster, Red",Office Supplies,Appliances
"FUR-BO-10004585_Ikea 3-Shelf Cabinet, Traditional","Ikea 3-Shelf Cabinet, Traditional",Furniture,Bookcases
"FUR-TA-10004957_Bevis Wood Table, Fully Assembled","Bevis Wood Table, Fully Assembled",Furniture,Tables
"FUR-BO-10001287_Dania Floating Shelf Set, Metal","Dania Floating Shelf Set, Metal",Furniture,Bookcases
"TEC-CO-10003982_HP Ink, High-Speed","HP Ink, High-Speed",Technology,Copiers
"TEC-CO-10003924_Hewlett Fax Machine, Digital","Hewlett Fax Machine, Digital",Technology,Copiers
OFF-BI-10004318_Ibico EB-19 Dual Function Manual Binding System,Ibico EB-19 Dual Function Manual Binding System,Office Supplies,Binders
"FUR-FU-10003862_Advantus Photo Frame, Black","Advantus Photo Frame, Black",Furniture,Furnishings
TEC-PH-10004447_Toshiba IPT2010-SD IP Telephone,Toshiba IPT2010-SD IP Telephone,Technology,Phones
"FUR-FU-10002696_Eldon Frame, Durable","Eldon Frame, Durable",Furniture,Furnishings
"FUR-TA-10002235_Chromcraft Round Table, Adjustable Height","Chromcraft Round Table, Adjustable Height",Furniture,Tables
"OFF-AP-10002568_Hamilton Beach Toaster, Black","Hamilton Beach Toaster, Black",Office Supplies,Appliances
"FUR-CH-10004572_Harbour Creations Bag Chairs, Red","Harbour Creations Bag Chairs, Red",Furniture,Chairs
"TEC-MA-10002043_Epson Receipt Printer, White","Epson Receipt Printer, White",Technology,Machines
"TEC-MA-10003170_Konica Calculator, Wireless","Konica Calculator, Wireless",Technology,Machines
"FUR-BO-10001679_Ikea 3-Shelf Cabinet, Traditional","Ikea 3-Shelf Cabinet, Traditional",Furniture,Bookcases
"OFF-ST-10002822_Tenex File Cart, Blue","Tenex File Cart, Blue",Office Supplies,Storage
"OFF-ST-10002930_Eldon Lockers, Industrial","Eldon Lockers, Industrial",Office Supplies,Storage
"TEC-BRO-10004184_Brother Wireless Fax, Color","Brother Wireless Fax, Color",Technology,Copiers
"OFF-EN-10003675_GlobeWeis Interoffice Envelope, Recycled","GlobeWeis Interoffice Envelope, Recycled",Office Supplies,Envelopes
"FUR-TA-10000637_Bevis Conference Table, Rectangular","Bevis Conference Table, Rectangular",Furniture,Tables
"TEC-MA-10003923_Okidata Receipt Printer, Durable","Okidata Receipt Printer, Durable",Technology,Machines
"FUR-CH-10003514_Harbour Creations Rocking Chair, Set of Two","Harbour Creations Rocking Chair, Set of Two",Furniture,Chairs
"OFF-EN-10003550_Ames Mailers, Set of 50","Ames Mailers, Set of 50",Office Supplies,Envelopes
"TEC-AC-10000317_Logitech Memory Card, Programmable","Logitech Memory Card, Programmable",Technology,Accessories
"TEC-EPS-10002523_Epson Card Printer, White","Epson Card Printer, White",Technology,Machines
"FUR-FU-10004780_Deflect-O Frame, Duo Pack","Deflect-O Frame, Duo Pack",Furniture,Furnishings
"OFF-ST-10002706_Fellowes File Cart, Wire Frame","Fellowes File Cart, Wire Frame",Office Supplies,Storage
"OFF-AP-10001266_Hoover Toaster, Black","Hoover Toaster, Black",Office Supplies,Appliances
"FUR-CHR-10004803_Chromcraft Wood Table, Fully Assembled","Chromcraft Wood Table, Fully Assembled",Furniture,Tables
"FUR-CH-10000836_SAFCO Swivel Stool, Adjustable","SAFCO Swivel Stool, Adjustable",Furniture,Chairs
"TEC-AC-10000140_Enermax Numeric Keypad, Bluetooth","Enermax Numeric Keypad, Bluetooth",Technology,Accessories
FUR-BO-10003546_Hon 4-Shelf Metal Bookcases,Hon 4-Shelf Metal Bookcases,Furniture,Bookcases
"OFF-ELI-10001351_Elite Trimmer, Easy Grip","Elite Trimmer, Easy Grip",Office Supplies,Supplies
"OFF-AP-10001824_Hamilton Beach Blender, Silver","Hamilton Beach Blender, Silver",Office Supplies,Appliances
"FUR-CH-10002589_SAFCO Steel Folding Chair, Red","SAFCO Steel Folding Chair, Red",Furniture,Chairs
"OFF-AP-10002425_Hamilton Beach Refrigerator, Black","Hamilton Beach Refrigerator, Black",Office Supplies,Appliances
"TEC-CO-10000011_HP Personal Copier, High-Speed","HP Personal Copier, High-Speed",Technology,Copiers
"TEC-PH-10001937_Nokia Audio Dock, Full Size","Nokia Audio Dock, Full Size",Technology,Phones
"TEC-MA-10002340_Konica Receipt Printer, White","Konica Receipt Printer, White",Technology,Machines
"TEC-MA-10000555_Panasonic Card Printer, Red","Panasonic Card Printer, Red",Technology,Machines
"TEC-CO-10004981_Canon Copy Machine, High-Speed","Canon Copy Machine, High-Speed",Technology,Copiers
"TEC-AC-10002153_Logitech Memory Card, Bluetooth","Logitech Memory Card, Bluetooth",Technology,Accessories
TEC-PH-10001051_HTC One,HTC One,Technology,Phones
"TEC-AC-10002017_Belkin Memory Card, Erganomic","Belkin Memory Card, Erganomic",Technology,Accessories
"OFF-AP-10002134_KitchenAid Coffee Grinder, White","KitchenAid Coffee Grinder, White",Office Supplies,Appliances
"TEC-CAN-10004556_Canon Fax and Copier, Laser","Canon Fax and Copier, Laser",Technology,Copiers
"OFF-SU-10003556_Fiskars Trimmer, Easy Grip","Fiskars Trimmer, Easy Grip",Office Supplies,Supplies
FUR-FU-10000277_Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,Furniture,Furnishings
"FUR-ELD-10003131_Eldon Frame, Durable","Eldon Frame, Durable",Furniture,Furnishings
"FUR-BO-10003793_Bush 3-Shelf Cabinet, Metal","Bush 3-Shelf Cabinet, Metal",Furniture,Bookcases
"FUR-BO-10001874_Sauder Corner Shelving, Pine","Sauder Corner Shelving, Pine",Furniture,Bookcases
"OFF-HOO-10004243_Hoover Microwave, Black","Hoover Microwave, Black",Office Supplies,Appliances
"TEC-PH-10001360_Apple Smart Phone, Full Size","Apple Smart Phone, Full Size",Technology,Phones
"OFF-AR-10001192_Binney & Smith Canvas, Fluorescent","Binney & Smith Canvas, Fluorescent",Office Supplies,Art
"OFF-BI-10003616_Avery Binding Machine, Clear","Avery Binding Machine, Clear",Office Supplies,Binders
"TEC-AC-10000883_Belkin Mouse, Bluetooth","Belkin Mouse, Bluetooth",Technology,Accessories
"OFF-EN-10003939_Kraft Interoffice Envelope, Set of 50","Kraft Interoffice Envelope, Set of 50",Office Supplies,Envelopes
"TEC-AC-10003080_Logitech Memory Card, USB","Logitech Memory Card, USB",Technology,Accessories
"TEC-AC-10000957_Logitech Memory Card, Bluetooth","Logitech Memory Card, Bluetooth",Technology,Accessories
TEC-PH-10002103_Jabra SPEAK 410,Jabra SPEAK 410,Technology,Phones
"TEC-PH-10003361_Samsung Signal Booster, with Caller ID","Samsung Signal Booster, with Caller ID",Technology,Phones
"FUR-CH-10002749_SAFCO Chairmat, Black","SAFCO Chairmat, Black",Furniture,Chairs
"OFF-AP-10001815_Hoover Refrigerator, Black","Hoover Refrigerator, Black",Office Supplies,Appliances
"FUR-CH-10003760_Office Star Bag Chairs, Set of Two","Office Star Bag Chairs, Set of Two",Furniture,Chairs
"FUR-CH-10004606_Hon Rocking Chair, Red","Hon Rocking Chair, Red",Furniture,Chairs
"FUR-BO-10002285_Safco Corner Shelving, Pine","Safco Corner Shelving, Pine",Furniture,Bookcases
"TEC-PH-10001557_Apple Speaker Phone, VoIP","Apple Speaker Phone, VoIP",Technology,Phones
"TEC-PH-10001732_Samsung Audio Dock, Cordless","Samsung Audio Dock, Cordless",Technology,Phones
"OFF-ST-10000710_Smead Shelving, Blue","Smead Shelving, Blue",Office Supplies,Storage
"FUR-CH-10001313_SAFCO Steel Folding Chair, Black","SAFCO Steel Folding Chair, Black",Furniture,Chairs
"TEC-KON-10000562_Konica Phone, Wireless","Konica Phone, Wireless",Technology,Machines
"OFF-AP-10001931_Hoover Blender, Black","Hoover Blender, Black",Office Supplies,Appliances
"FUR-FU-10004516_Deflect-O Frame, Black","Deflect-O Frame, Black",Furniture,Furnishings
"TEC-PH-10004404_Samsung Headset, VoIP","Samsung Headset, VoIP",Technology,Phones
"TEC-AC-10004144_SanDisk Numeric Keypad, Bluetooth","SanDisk Numeric Keypad, Bluetooth",Technology,Accessories
"FUR-CH-10003107_Office Star Swivel Stool, Red","Office Star Swivel Stool, Red",Furniture,Chairs
"TEC-MA-10003084_Okidata Receipt Printer, Red","Okidata Receipt Printer, Red",Technology,Machines
"OFF-ST-10003459_Eldon File Cart, Single Width","Eldon File Cart, Single Width",Office Supplies,Storage
"TEC-CO-10004570_Sharp Personal Copier, Digital","Sharp Personal Copier, Digital",Technology,Copiers
"FUR-TA-10004152_Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf","Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",Furniture,Tables
"TEC-PH-10004235_Nokia Signal Booster, VoIP","Nokia Signal Booster, VoIP",Technology,Phones
"TEC-CO-10003574_Brother Personal Copier, High-Speed","Brother Personal Copier, High-Speed",Technology,Copiers
"TEC-AC-10004848_SanDisk Memory Card, Erganomic","SanDisk Memory Card, Erganomic",Technology,Accessories
"TEC-PH-10000347_Cisco Speaker Phone, VoIP","Cisco Speaker Phone, VoIP",Technology,Phones
"TEC-CO-10001795_Sharp Personal Copier, High-Speed","Sharp Personal Copier, High-Speed",Technology,Copiers
"OFF-PA-10004641_SanDisk Cards & Envelopes, Multicolor","SanDisk Cards & Envelopes, Multicolor",Office Supplies,Paper
"FUR-BO-10004709_Bush Westfield Collection Bookcases, Medium Cherry Finish","Bush Westfield Collection Bookcases, Medium Cherry Finish",Furniture,Bookcases
"OFF-ST-10002642_Eldon Lockers, Single Width","Eldon Lockers, Single Width",Office Supplies,Storage
"FUR-BO-10003968_Sauder Library with Doors, Mobile","Sauder Library with Doors, Mobile",Furniture,Bookcases
"TEC-PH-10004271_Cisco Speaker Phone, VoIP","Cisco Speaker Phone, VoIP",Technology,Phones
"FUR-CH-10001397_SAFCO Chairmat, Set of Two","SAFCO Chairmat, Set of Two",Furniture,Chairs
TEC-PH-10001944_Wi-Ex zBoost YX540 Cellular Phone Signal Booster,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,Technology,Phones
"TEC-CO-10000082_Canon Fax and Copier, Digital","Canon Fax and Copier, Digital",Technology,Copiers
"FUR-BO-10003333_Sauder Stackable Bookrack, Traditional","Sauder Stackable Bookrack, Traditional",Furniture,Bookcases
